id,Price_euros
702,1151.630289857449
705,651.5317809326698
706,639.3234097217507
708,787.1056103319638
714,1126.258906686614
719,1348.5793012169472
724,365.23374811159346
725,1091.3360422607075
726,947.2406481324135
727,1065.9662637307913
733,517.3948371738823
736,1899.7533717736883
737,314.26758100344415
744,1270.1551961782977
746,1869.1971520466714
751,675.4362772685187
756,621.0174708432337
758,2146.580869229727
761,1667.365895209876
764,1032.6323911769498
765,675.3083954541884
771,544.6709644668948
776,1747.4959745574697
777,1369.2359581214273
779,881.7420374551546
780,1913.5199804866809
781,762.2586325595852
783,1368.8829731406017
797,575.2533840039151
800,829.5131209363814
802,1728.724980078132
805,718.7818655534559
806,549.5884155294756
807,300.1166787066009
810,749.4327875013781
811,1160.1315116994847
816,1833.658425776076
817,481.7005699650575
819,475.14259411795456
820,614.1707350595576
822,937.7771020223028
826,713.0744071395071
831,2073.280883575811
833,976.6160880881159
834,1775.1148313213102
835,1132.5274846598218
837,1863.5650237827824
845,829.5131209363814
846,553.0147588648156
854,726.4414339714377
857,1116.8138488988322
858,992.653066622268
861,986.9751380099419
862,388.79379805647983
863,322.30604658682324
865,1126.258906686614
870,1397.6452078855152
875,1605.413135582211
880,479.4334663452924
885,1044.9610214157583
886,329.1682213253771
887,1859.5072490813118
889,2694.068762594433
892,1243.3747885426858
896,1470.0826578186836
898,488.8747245813299
900,363.73961725744954
901,690.9346959130494
903,1116.4053674643415
905,1095.8046766546852
906,1155.6310610863072
908,1106.855760647236
910,1108.5811330968286
912,1064.6958399752968
917,1910.7548548147474
918,1708.9015070283883
920,965.4387334455239
922,965.5884300599322
925,2546.3907487487113
927,584.3939538830906
930,3683.805349979014
935,1911.1616707058008
936,1348.8457910116585
937,325.8194782957092
940,1690.7938214799929
944,2130.974707159347
948,267.1973063518152
949,2599.6967932018147
951,1629.3164437642408
954,1104.2744476595904
957,1008.9960523834378
958,1826.1543929200536
962,433.5443684129587
975,1021.5649797924115
977,1780.9424203950516
979,1140.5939159902643
984,823.1008301659577
987,1350.1386039119307
989,866.264240335154
991,1006.618000382138
993,1171.6944516770777
1003,851.7926707088353
1004,619.7037915655184
1014,311.4091576179786
1015,615.3901800939298
1020,1199.107284737073
1021,704.0305478287653
1029,1162.6956993659162
1032,1371.1052610935171
1033,530.6920510885186
1036,1158.6825097612439
1037,1396.9949383928856
1044,1270.6011421646172
1048,750.0862583767939
1049,700.4459714821021
1054,842.375632413546
1057,1532.3103777286872
1061,1340.3999114355104
1062,1372.9324028300455
1064,1400.2423815599316
1066,1756.8281183187576
1070,774.924863397375
1072,555.7480223479956
1073,1522.87166979947
1076,829.9500051086363
1080,2238.6019271286905
1081,721.5635589543991
1087,833.6577605350328
1089,590.5864798969652
1098,575.3603502689044
1099,1496.1700109695753
1102,1575.6682041408126
1104,770.8177034307374
1105,884.437555215972
1109,2620.5974261152505
1112,284.98366206950203
1115,1206.9264724102102
1117,294.34012682677786
1118,2197.532214125404
1123,2325.6348406674742
1124,871.9658881540419
1125,1322.122414184726
1127,1957.2654939962226
1128,510.2727352966294
1135,1485.52948234512
1143,818.6874057255637
1147,544.9308093844968
1148,764.2909311913997
1150,2658.444838322897
1151,1509.4134253382933
1155,1408.8919478317016
1156,986.9751380099419
1162,1866.1913301207005
1163,1101.8684993563995
1164,284.94999774726085
1176,1338.178186619179
1180,2157.227437284649
1185,777.9867510372595
1188,738.2034923805509
1200,441.72744978794054
1202,2668.0143488018343
1204,1150.6715774351208
1209,1168.9047016214038
1210,1062.2652626998163
1216,335.2172827501231
1217,1058.773821820529
1225,966.4661809667949
1227,1451.829371091218
1229,769.897087119238
1231,1376.315574760717
1236,391.01320332096265
1240,1024.5015346507882
1242,2339.4564538602117
1246,2037.7707491548063
1247,790.9284239882481
1248,971.8679075014068
1251,606.9242886098353
1252,536.1852623081406
1255,2380.594279140075
1259,1457.7173471775195
1265,739.2156978990282
1266,815.6330459044462
1267,1941.8560738470155
1278,1802.2418924695546
1279,1962.4904659006975
1281,1039.99205691637
1285,1275.9674185934675
1286,1619.0164734628627
1295,1000.1001676190505
1299,1195.2311957200063
