name,cpu_score
2826,intel core i7 4940mx,6830.0
2827,intel core i7 4960hq,6354.0
2828,intel core i7 4960x,10070.0
2829,intel core i7 4980hq,6515.0
2830,intel core i7 5500u,2785.0
2831,intel core i7 5550u,2864.0
2832,intel core i7 5557u,3090.0
2833,intel core i7 5600u,3035.0
2834,intel core i7 5650u,3010.0
2835,intel core i7 5675c,6089.0
2836,intel core i7 5700eq,5803.0
2837,intel core i7 5700hq,6048.0
2838,intel core i7 5775c,7697.0
2839,intel core i7 5775r,7609.0
2840,intel core i7 5820k,9843.0
2841,intel core i7 5850eq,7036.0
2842,intel core i7 5850hq,6866.0
2843,intel core i7 5930k,10329.0
2844,intel core i7 5950hq,7807.0
2845,intel core i7 5960x,12744.0
2846,intel core i7 610e,2071.0
2847,intel core i7 620lm,1406.0
2848,intel core i7 620m,1975.0
2849,intel core i7 620um,1091.0
2850,intel core i7 640lm,1525.0
2851,intel core i7 640m,2070.0
2852,intel core i7 640um,1183.0
2853,intel core i7 6498du,3454.0
2854,intel core i7 6500u,3278.0
2855,intel core i7 6560u,3326.0
2856,intel core i7 6567u,3673.0
2857,intel core i7 6600u,3430.0
2858,intel core i7 660um,1284.0
2859,intel core i7 6650u,3583.0
2860,intel core i7 6660u,3606.0
2861,intel core i7 6700,8078.0
2862,intel core i7 6700hq,6521.0
2863,intel core i7 6700k,8929.0
2864,intel core i7 6700t,7195.0
2865,intel core i7 6700te,6135.0
2866,intel core i7 6770hq,7092.0
2867,intel core i7 6800k,10765.0
2868,intel core i7 680um,1196.0
2869,intel core i7 6820eq,7001.0
2870,intel core i7 6820hk,7063.0
2871,intel core i7 6820hq,6820.0
2872,intel core i7 6822eq,5241.0
2873,intel core i7 6850k,11466.0
2874,intel core i7 6900k,14470.0
2875,intel core i7 6920hq,7358.0
2876,intel core i7 6950x,17388.0
2877,intel core i7 6970hq,4632.0
2878,intel core i7 720qm,1656.0
2879,intel core i7 740qm,1829.0
2880,intel core i7 7500u,3646.0
2881,intel core i7 7560u,3792.0
2882,intel core i7 7567u,4057.0
2883,intel core i7 7600u,3701.0
2884,intel core i7 7660u,4074.0
2885,intel core i7 7700,8648.0
2886,intel core i7 7700hq,6909.0
2887,intel core i7 7700k,9647.0
2888,intel core i7 7700t,7584.0
2889,intel core i7 7740x,9607.0
2890,intel core i7 7800x,12856.0
2891,intel core i7 7820eq,7542.0
2892,intel core i7 7820hk,7377.0
2893,intel core i7 7820hq,7160.0
2894,intel core i7 7820x,17168.0
2895,intel core i7 7900x,21008.0
2896,intel core i7 7920hq,7366.0
2897,intel core i7 7y75,2644.0
2898,intel core i7 8086k,14267.0
2899,intel core i7 820qm,1775.0
2900,intel core i7 840qm,1952.0
2901,intel core i7 8500y,2474.0
2902,intel core i7 8550u,5906.0
2903,intel core i7 8557u,7342.0
2904,intel core i7 8559u,8358.0
2905,intel core i7 8565u,6060.0
2906,intel core i7 8565uc,6187.0
2907,intel core i7 8569u,8235.0
2908,intel core i7 860,2997.0
2909,intel core i7 860s,2280.0
2910,intel core i7 8650u,6260.0
2911,intel core i7 8665u,6249.0
2912,intel core i7 8665ue,5170.0
2913,intel core i7 870,3136.0
2914,intel core i7 8700,12832.0
2915,intel core i7 8700b,11876.0
2916,intel core i7 8700k,13623.0
2917,intel core i7 8700t,10180.0
2918,intel core i7 8705g,7695.0
2919,intel core i7 8706g,7287.0
2920,intel core i7 8709g,7947.0
2921,intel core i7 870s,2765.0
2922,intel core i7 8750h,9888.0
2923,intel core i7 875k,3100.0
2924,intel core i7 880,3319.0
2925,intel core i7 8809g,8546.0
2926,intel core i7 8850h,10211.0
2927,intel core i7 920,2840.0
2928,intel core i7 920xm,1950.0
2929,intel core i7 930,2963.0
2930,intel core i7 940,2947.0
2931,intel core i7 940xm,2209.0
2932,intel core i7 950,3215.0
2933,intel core i7 960,3347.0
2934,intel core i7 965,3424.0
2935,intel core i7 970,6546.0
2936,intel core i7 9700,13234.0
2937,intel core i7 9700e,12595.0
2938,intel core i7 9700f,13250.0
2939,intel core i7 9700k,14458.0
2940,intel core i7 9700kf,14266.0
2941,intel core i7 9700t,10768.0
2942,intel core i7 9700te,10203.0
2943,intel core i7 975,3493.0
2944,intel core i7 9750h,10812.0
2945,intel core i7 9750hf,10625.0
2946,intel core i7 980,6936.0
2947,intel core i7 9800x,18091.0
2948,intel core i7 980x,6810.0
2949,intel core i7 985,3928.0
2950,intel core i7 9850h,11054.0
2951,intel core i7 9850he,10868.0
2952,intel core i7 9850hl,7897.0
2953,intel core i7 990x,7168.0
2954,intel core i7 995x,7862.0
2955,intel core i9 10850k,22372.0
2956,intel core i9 10880h,14642.0
2957,intel core i9 10885h,14824.0
2958,intel core i9 10900,19835.0
2959,intel core i9 10900e,19469.0
2960,intel core i9 10900f,19948.0
2961,intel core i9 10900k,22772.0
2962,intel core i9 10900kf,22518.0
2963,intel core i9 10900t,14822.0
2964,intel core i9 10900te,16251.0
2965,intel core i9 10900x,22473.0
2966,intel core i9 10910,21485.0
2967,intel core i9 10920x,26164.0
2968,intel core i9 10940x,27894.0
2969,intel core i9 10980hk,15425.0
2970,intel core i9 10980xe,32787.0
2971,intel core i9 11900,22731.0
2972,intel core i9 11900f,22281.0
2973,intel core i9 11900h,20560.0
2974,intel core i9 11900k,25228.0
2975,intel core i9 11900kb,22917.0
2976,intel core i9 11900kf,25006.0
2977,intel core i9 11900t,18948.0
2978,intel core i9 11950h,21163.0
2979,intel core i9 11980hk,22755.0
2980,intel core i9 12900,34284.0
2981,intel core i9 12900e,26666.0
2982,intel core i9 12900f,36440.0
2983,intel core i9 12900h,27947.0
2984,intel core i9 12900hk,27346.0
2985,intel core i9 12900hx,34044.0
2986,intel core i9 12900k,41473.0
2987,intel core i9 12900kf,41126.0
2988,intel core i9 12900ks,44021.0
2989,intel core i9 12900t,30056.0
2990,intel core i9 12900te,35057.0
2991,intel core i9 12950hx,32346.0
2992,intel core i9 13900,47017.0
2993,intel core i9 13900e,34049.0
2994,intel core i9 13900f,51132.0
2995,intel core i9 13900h,28744.0
2996,intel core i9 13900hk,31536.0
2997,intel core i9 13900hx,44121.0
2998,intel core i9 13900k,59038.0
2999,intel core i9 13900kf,58370.0
3000,intel core i9 13900ks,61589.0
3001,intel core i9 13900t,44125.0
3002,intel core i9 13900te,15819.0
3003,intel core i9 13905h,30155.0
3004,intel core i9 13950hx,43502.0
3005,intel core i9 13980hx,47188.0
3006,intel core i9 14900,48099.0
3007,intel core i9 14900f,47042.0
3008,intel core i9 14900hx,45745.0
3009,intel core i9 14900k,60209.0
3010,intel core i9 14900kf,59403.0
3011,intel core i9 14900ks,62464.0
3012,intel core i9 14900t,39300.0
3013,intel core i9 7900x,21065.0
3014,intel core i9 7920x,23651.0
3015,intel core i9 7940x,25944.0
3016,intel core i9 7960x,28923.0
3017,intel core i9 7980xe,30094.0
3018,intel core i9 8950hk,10457.0
3019,intel core i9 9820x,20212.0
3020,intel core i9 9880h,13683.0
3021,intel core i9 9900,16501.0
3022,intel core i9 9900b,16660.0
3023,intel core i9 9900k,18262.0
3024,intel core i9 9900kf,18265.0
3025,intel core i9 9900ks,19473.0
3026,intel core i9 9900t,13052.0
3027,intel core i9 9900x,21853.0
3028,intel core i9 9920x,25163.0
3029,intel core i9 9940x,27975.0
3030,intel core i9 9960x,30254.0
3031,intel core i9 9980hk,14110.0
3032,intel core i9 9980xe,31979.0
3033,intel core i9 9990xe,30162.0
3034,intel core m 5y10,1644.0
3035,intel core m 5y10a,1905.0
3036,intel core m 5y10c,1887.0
3037,intel core m 5y31,1899.0
3038,intel core m 5y51,2010.0
3039,intel core m 5y70,1823.0
3040,intel core m 5y71,2032.0
3041,intel core m3 6y30,2169.0
3042,intel core m3 7y30,2585.0
3043,intel core m3 7y32,2733.0
3044,intel core m3 8100y,2859.0
3045,intel core m5 6y54,2269.0
3046,intel core m5 6y57,2345.0
3047,intel core m5 7y54,1475.0
3048,intel core m7 6y75,2329.0
3049,intel core solo t1300,210.0
3050,intel core solo t1350,194.0
3051,intel core solo t1400,253.0
3052,intel core solo u1300,127.0
3053,intel core solo u1400,130.0
3054,intel core solo u1500,164.0
3055,intel core ultra 5 125h,22305.0
3056,intel core ultra 5 125u,17649.0
3057,intel core ultra 5 134u,12058.0
3058,intel core ultra 5 135h,22927.0
3059,intel core ultra 5 135u,17591.0
3060,intel core ultra 5 226v,18922.0
3061,intel core ultra 5 245k,42561.0
3062,intel core ultra 7 155h,24949.0
3063,intel core ultra 7 155u,16830.0
3064,intel core ultra 7 164u,15106.0
3065,intel core ultra 7 165h,26291.0
3066,intel core ultra 7 165u,17505.0
3067,intel core ultra 7 256v,21811.0
3068,intel core ultra 7 258v,19539.0
3069,intel core ultra 7 265k,60123.0
3070,intel core ultra 9 185h,29413.0
3071,intel core ultra 9 285k,65873.0
3072,intel core ultra 9 288v,19288.0
3073,intel core2 duo e4300,593.0
3074,intel core2 duo e4400,710.0
3075,intel core2 duo e4500,739.0
3076,intel core2 duo e4600,873.0
3077,intel core2 duo e4700,908.0
3078,intel core2 duo e6300,634.0
3079,intel core2 duo e6320,717.0
3080,intel core2 duo e6400,780.0
3081,intel core2 duo e6420,760.0
3082,intel core2 duo e6540,808.0
3083,intel core2 duo e6550,893.0
3084,intel core2 duo e6600,942.0
3085,intel core2 duo e6700,990.0
3086,intel core2 duo e6750,1012.0
3087,intel core2 duo e6850,1130.0
3088,intel core2 duo e7200,992.0
3089,intel core2 duo e7300,948.0
3090,intel core2 duo e7400,1027.0
3091,intel core2 duo e7500,1141.0
3092,intel core2 duo e7600,1151.0
3093,intel core2 duo e8135,973.0
3094,intel core2 duo e8135,1112.0
3095,intel core2 duo e8200,1124.0
3096,intel core2 duo e8235,1020.0
3097,intel core2 duo e8290,1408.0
3098,intel core2 duo e8300,997.0
3099,intel core2 duo e8335,1057.0
3100,intel core2 duo e8335,1002.0
3101,intel core2 duo e8400,1206.0
3102,intel core2 duo e8435,1104.0
3103,intel core2 duo e8500,1273.0
3104,intel core2 duo e8600,1380.0
3105,intel core2 duo l7100,467.0
3106,intel core2 duo l7300,536.0
3107,intel core2 duo l7400,516.0
3108,intel core2 duo l7500,657.0
3109,intel core2 duo l7700,607.0
3110,intel core2 duo l7800,680.0
3111,intel core2 duo l9300,690.0
3112,intel core2 duo l9600,788.0
3113,intel core2 duo p7350,748.0
3114,intel core2 duo p7370,790.0
3115,intel core2 duo p7450,783.0
3116,intel core2 duo p7550,856.0
3117,intel core2 duo p7570,845.0
3118,intel core2 duo p8400,849.0
3119,intel core2 duo p8600,845.0
3120,intel core2 duo p8700,960.0
3121,intel core2 duo p8800,937.0
3122,intel core2 duo p9300,952.0
3123,intel core2 duo p9500,993.0
3124,intel core2 duo p9600,1040.0
3125,intel core2 duo p9600,1088.0
3126,intel core2 duo p9700,1149.0
3127,intel core2 duo sl9400,759.0
3128,intel core2 duo sp9400,863.0
3129,intel core2 duo su9400,511.0
3130,intel core2 duo t5200,470.0
3131,intel core2 duo t5250,549.0
3132,intel core2 duo t5270,427.0
3133,intel core2 duo t5300,530.0
3134,intel core2 duo t5450,583.0
3135,intel core2 duo t5470,590.0
3136,intel core2 duo t5500,548.0
3137,intel core2 duo t5550,642.0
3138,intel core2 duo t5600,658.0
3139,intel core2 duo t5670,587.0
3140,intel core2 duo t5750,697.0
3141,intel core2 duo t5800,628.0
3142,intel core2 duo t5850,687.0
3143,intel core2 duo t5870,698.0
3144,intel core2 duo t5900,652.0
3145,intel core2 duo t6400,729.0
3146,intel core2 duo t6500,747.0
3147,intel core2 duo t6570,762.0
3148,intel core2 duo t6600,793.0
3149,intel core2 duo t6670,818.0
3150,intel core2 duo t7100,604.0
3151,intel core2 duo t7200,738.0
3152,intel core2 duo t7250,708.0
3153,intel core2 duo t7300,678.0
3154,intel core2 duo t7400,761.0
3155,intel core2 duo t7500,828.0
3156,intel core2 duo t7600,824.0
3157,intel core2 duo t7700,949.0
3158,[dual cpu] intel core2 duo t7700,3497.0
3159,intel core2 duo t7800,921.0
3160,intel core2 duo t8100,768.0
3161,intel core2 duo t8300,899.0
3162,intel core2 duo t9300,979.0
3163,intel core2 duo t9400,1009.0
3164,intel core2 duo t9500,1046.0
3165,intel core2 duo t9550,972.0
3166,intel core2 duo t9600,1073.0
3167,intel core2 duo t9800,1216.0
3168,intel core2 duo t9900,1187.0
3169,intel core2 duo u7300,522.0
3170,intel core2 duo u7500,392.0
3171,intel core2 duo u7600,347.0
3172,intel core2 duo u7700,429.0
3173,intel core2 duo u9300,440.0
3174,intel core2 duo u9600,577.0
3175,intel core2 extreme q6800,2145.0
3176,intel core2 extreme q6850,2304.0
3177,intel core2 extreme q9200,2011.0
3178,intel core2 extreme q9300,1966.0
3179,intel core2 extreme x6800,1095.0
3180,intel core2 extreme x7800,1138.0
3181,intel core2 extreme x7900,1104.0
3182,intel core2 extreme x9000,1099.0
3183,intel core2 extreme x9100,1171.0
3184,intel core2 extreme x9650,2404.0
3185,intel core2 extreme x9750,2348.0
3186,intel core2 extreme x9770,2689.0
3187,intel core2 extreme x9775,2780.0
3188,intel core2 quad q6600,1818.0
3189,intel core2 quad q6700,2095.0
3190,intel core2 quad q8200,1783.0
3191,intel core2 quad q8300,1892.0
3192,intel core2 quad q8400,2064.0
3193,intel core2 quad q9000,1575.0
3194,intel core2 quad q9100,1915.0
3195,intel core2 quad q9300,1984.0
3196,intel core2 quad q9400,2132.0
3197,intel core2 quad q9450,2186.0
3198,intel core2 quad q9500,2224.0
3199,intel core2 quad q9505,2156.0
3200,intel core2 quad q9550,2348.0
3201,intel core2 quad q9650,2473.0
3202,intel core2 solo u2100,233.0
3203,intel core2 solo u3500,252.0
3204,intel coret i5 1350p,19976.0
3205,intel n100,5505.0
3206,intel n200,5121.0
3207,intel n50,2907.0
3208,intel n95,5356.0
3209,intel n97,5757.0
3210,intel pentium 1403,1851.0
3211,intel pentium 1403 v2,2284.0
3212,intel pentium 2020m,1380.0
3213,intel pentium 2030m,1413.0
3214,intel pentium 2117u,1021.0
3215,intel pentium 2127u,1064.0
3216,intel pentium 2129y,587.0
3217,intel pentium 3550m,1330.0
3218,intel pentium 3556u,1061.0
3219,intel pentium 3558u,1036.0
3220,intel pentium 3560m,1345.0
3221,intel pentium 3560y,887.0
3222,intel pentium 3805u,1180.0
3223,intel pentium 3825u,1399.0
3224,intel pentium 4 1.50ghz,86.0
3225,intel pentium 4 1.60ghz,84.0
3226,intel pentium 4 1.70ghz,86.0
3227,intel pentium 4 1.80ghz,115.0
3228,intel pentium 4 1.90ghz,104.0
3229,intel pentium 4 1300mhz,77.0
3230,intel pentium 4 1400mhz,83.0
3231,intel pentium 4 1500mhz,81.0
3232,intel pentium 4 1700mhz,100.0
3233,intel pentium 4 1800mhz,114.0
3234,intel pentium 4 2.00ghz,133.0
3235,intel pentium 4 2.20ghz,157.0
3236,intel pentium 4 2.26ghz,151.0
3237,intel pentium 4 2.40ghz,131.0
3238,intel pentium 4 2.50ghz,160.0
3239,intel pentium 4 2.53ghz,162.0
3240,intel pentium 4 2.60ghz,215.0
3241,intel pentium 4 2.66ghz,157.0
3242,intel pentium 4 2.80ghz,237.0
3243,intel pentium 4 2.93ghz,150.0
3244,intel pentium 4 3.00ghz,317.0
3245,intel pentium 4 3.06ghz,249.0
3246,intel pentium 4 3.20ghz,330.0
3247,intel pentium 4 3.40ghz,298.0
3248,intel pentium 4 3.46ghz,295.0
3249,intel pentium 4 3.60ghz,315.0
3250,intel pentium 4 3.73ghz,385.0
3251,intel pentium 4 3.80ghz,358.0
3252,intel pentium 4 3.83ghz,154.0
3253,intel pentium 4 mobile 1.60ghz,116.0
3254,intel pentium 4 mobile 1.80ghz,114.0
3255,intel pentium 4 mobile 1.90ghz,136.0
3256,intel pentium 4 mobile 2.00ghz,132.0
3257,intel pentium 4405u,2107.0
3258,intel pentium 4405y,1526.0
3259,intel pentium 4410y,1384.0
3260,intel pentium 4415u,2232.0
3261,intel pentium 4415y,1581.0
3262,intel pentium 4417u,2242.0
3263,intel pentium 4425y,1704.0
3264,intel pentium 5405u,2250.0
3265,intel pentium 6405u,2356.0
3266,intel pentium 6805,4424.0
3267,intel pentium 957,622.0
3268,intel pentium 967,643.0
3269,intel pentium 987,657.0
3270,intel pentium 997,809.0
3271,intel pentium a1018,1210.0
3272,intel pentium a1020,1249.0
3273,intel pentium b940,861.0
3274,intel pentium b950,995.0
3275,intel pentium b960,984.0
3276,intel pentium b970,1073.0
3277,intel pentium b980,1087.0
3278,intel pentium d 3.40ghz,736.0
3279,intel pentium d 805,374.0
3280,intel pentium d 830,564.0
3281,intel pentium d 915,465.0
3282,intel pentium d 940,552.0
3283,intel pentium d 950,681.0
3284,intel pentium d 960,807.0
3285,intel pentium d1508,3240.0
3286,intel pentium dual t2390,745.0
3287,intel pentium e2140,539.0
3288,intel pentium e2160,645.0
3289,intel pentium e2180,683.0
3290,intel pentium e2200,735.0
3291,intel pentium e2210,702.0
3292,intel pentium e2220,842.0
3293,intel pentium e5200,931.0
3294,intel pentium e5300,902.0
3295,intel pentium e5400,975.0
3296,intel pentium e5500,1040.0
3297,intel pentium e5700,1084.0
3298,intel pentium e5800,1164.0
3299,intel pentium e6300,1032.0
3300,intel pentium e6500,1172.0
3301,intel pentium e6600,1128.0
3302,intel pentium e6700,1182.0
3303,intel pentium e6800,1177.0
3304,intel pentium extreme edition 955,469.0
3305,intel pentium extreme edition 965,987.0
3306,intel pentium g2010,1599.0
3307,intel pentium g2020,1690.0
3308,intel pentium g2020t,1430.0
3309,intel pentium g2030,1749.0
3310,intel pentium g2030t,1581.0
3311,intel pentium g2100t,1691.0
3312,intel pentium g2120,1892.0
3313,intel pentium g2120t,1613.0
3314,intel pentium g2130,1926.0
3315,intel pentium g2140,2092.0
3316,intel pentium g3220,1892.0
3317,intel pentium g3220t,1605.0
3318,intel pentium g3240,1940.0
3319,intel pentium g3240t,1657.0
3320,intel pentium g3250,1988.0
3321,intel pentium g3250t,1809.0
3322,intel pentium g3258,2078.0
3323,intel pentium g3260,2092.0
3324,intel pentium g3260t,1837.0
3325,intel pentium g3320te,1570.0
3326,intel pentium g3420,1949.0
3327,intel pentium g3420t,1912.0
3328,intel pentium g3430,2127.0
3329,intel pentium g3440,2202.0
3330,intel pentium g3440t,2107.0
3331,intel pentium g3450,2178.0
3332,intel pentium g3450t,2016.0
3333,intel pentium g3460,2231.0
3334,intel pentium g3470,2428.0
3335,intel pentium g4400,2577.0
3336,intel pentium g4400t,2344.0
3337,intel pentium g4400te,2190.0
3338,intel pentium g4500,2793.0
3339,intel pentium g4500t,2399.0
3340,intel pentium g4520,2707.0
3341,intel pentium g4560,3538.0
3342,intel pentium g4560t,2980.0
3343,intel pentium g4600,3611.0
3344,intel pentium g4600t,3062.0
3345,intel pentium g4620,3754.0
3346,intel pentium g620,1213.0
3347,intel pentium g620t,896.0
3348,intel pentium g630,1334.0
3349,intel pentium g630t,1090.0
3350,intel pentium g640,1349.0
3351,intel pentium g640t,1139.0
3352,intel pentium g645,1428.0
3353,intel pentium g645t,1228.0
3354,intel pentium g6950,1238.0
3355,intel pentium g6951,1383.0
3356,intel pentium g6960,1433.0
3357,intel pentium g840,1253.0
3358,intel pentium g850,1435.0
3359,intel pentium g860,1448.0
3360,intel pentium g870,1546.0
3361,intel pentium gold 6500y,3016.0
3362,intel pentium gold 7505,5193.0
3363,intel pentium gold 8505,9345.0
3364,intel pentium gold g5400,3735.0
3365,intel pentium gold g5400t,3173.0
3366,intel pentium gold g5420,3747.0
3367,intel pentium gold g5420t,3408.0
3368,intel pentium gold g5500,3823.0
3369,intel pentium gold g5500t,3311.0
3370,intel pentium gold g5600,3825.0
3371,intel pentium gold g5600f,4124.0
3372,intel pentium gold g5600t,3601.0
3373,intel pentium gold g5620,4272.0
3374,intel pentium gold g6400,4123.0
3375,intel pentium gold g6400e,3908.0
3376,intel pentium gold g6400t,3545.0
3377,intel pentium gold g6405,4244.0
3378,intel pentium gold g6405t,3341.0
3379,intel pentium gold g6500,4140.0
3380,intel pentium gold g6500t,3874.0
3381,intel pentium gold g6505,4371.0
3382,intel pentium gold g6505t,3698.0
3383,intel pentium gold g6600,4273.0
3384,intel pentium gold g6605,4486.0
3385,intel pentium gold g7400,6735.0
3386,intel pentium gold g7400t,5737.0
3387,intel pentium iii 1400,193.0
3388,intel pentium iii 1400s,194.0
3389,intel pentium iii mobile 1066mhz,160.0
3390,intel pentium iii mobile 1133mhz,164.0
3391,intel pentium iii mobile 1200mhz,156.0
3392,intel pentium iii mobile 800mhz,119.0
3393,intel pentium iii mobile 866mhz,99.0
3394,intel pentium j2850,1016.0
3395,intel pentium j2900,1249.0
3396,intel pentium j3710,1453.0
3397,intel pentium j4205,2404.0
3398,intel pentium j6426,4108.0
3399,intel pentium m 1.10ghz,184.0
3400,intel pentium m 1.20ghz,199.0
3401,intel pentium m 1.30ghz,196.0
3402,intel pentium m 1.40ghz,225.0
3403,intel pentium m 1.50ghz,240.0
3404,intel pentium m 1.60ghz,194.0
3405,intel pentium m 1.70ghz,239.0
3406,intel pentium m 1.73ghz,205.0
3407,intel pentium m 1.80ghz,280.0
3408,intel pentium m 1.86ghz,222.0
3409,intel pentium m 1000mhz,156.0
3410,intel pentium m 1200mhz,155.0
3411,intel pentium m 1300mhz,197.0
3412,intel pentium m 1400mhz,208.0
3413,intel pentium m 1500mhz,188.0
3414,intel pentium m 1600mhz,193.0
3415,intel pentium m 1700mhz,237.0
3416,intel pentium m 2.00ghz,270.0
3417,intel pentium m 2.10ghz,292.0
3418,intel pentium m 2.13ghz,234.0
3419,intel pentium m 2.26ghz,227.0
3420,intel pentium m 900mhz,141.0
3421,intel pentium n3510,878.0
3422,intel pentium n3520,1146.0
3423,intel pentium n3530,1192.0
3424,intel pentium n3540,1200.0
3425,intel pentium n3700,1254.0
3426,intel pentium n3710,1390.0
3427,intel pentium n4200,2170.0
3428,intel pentium n6415,2530.0
3429,intel pentium p6000,810.0
3430,intel pentium p6100,881.0
3431,intel pentium p6200,908.0
3432,intel pentium p6300,834.0
3433,intel pentium silver j5005,3102.0
3434,intel pentium silver j5040,3254.0
3435,intel pentium silver n5000,2616.0
3436,intel pentium silver n5020,3404.0
3437,intel pentium silver n5030,2586.0
3438,intel pentium silver n6000,3049.0
3439,intel pentium silver n6005,5367.0
3440,intel pentium su2700,228.0
3441,intel pentium su4100,492.0
3442,intel pentium t2060,330.0
3443,intel pentium t2080,341.0
3444,intel pentium t2130,382.0
3445,intel pentium t2310,531.0
3446,intel pentium t2330,538.0
3447,intel pentium t2370,558.0
3448,intel pentium t2390,568.0
3449,intel pentium t2410,566.0
3450,intel pentium t3200,631.0
3451,intel pentium t3400,653.0
3452,intel pentium t4200,714.0
3453,intel pentium t4300,757.0
3454,intel pentium t4400,773.0
3455,intel pentium t4500,824.0
3456,intel pentium u5400,552.0
3457,intel pentium u5600,624.0
3458,intel t1400,548.0
3459,intel t1500,548.0
3460,intel t2050,516.0
3461,intel u300,8299.0
3462,intel u300e,9478.0
3463,intel u4100,610.0
3464,intel xeon 2.00ghz,152.0
3465,intel xeon 2.20ghz,164.0
3466,intel xeon 2.40ghz,180.0
3467,intel xeon 2.80ghz,260.0
3468,intel xeon 3.00ghz,425.0
3469,[dual cpu] intel xeon 3.06ghz,533.0
3470,intel xeon 3.20ghz,478.0
3471,[dual cpu] intel xeon 3.20ghz,786.0
3472,intel xeon 3.40ghz,375.0
3473,[dual cpu] intel xeon 3.40ghz,843.0
3474,intel xeon 3.60ghz,403.0
3475,intel xeon 3.73ghz,901.0
3476,[dual cpu] intel xeon 3.73ghz,1511.0
3477,intel xeon 3.80ghz,393.0
3478,intel xeon 3040,790.0
3479,intel xeon 3050,818.0
3480,intel xeon 3060,983.0
3481,intel xeon 3065,867.0
3482,intel xeon 3070,1025.0
3483,intel xeon 3075,1112.0
3484,intel xeon 3085,1070.0
3485,intel xeon 5110,405.0
3486,[dual cpu] intel xeon 5110,1373.0
3487,intel xeon 5120,763.0
3488,[dual cpu] intel xeon 5120,1486.0
3489,intel xeon 5130,795.0
3490,[dual cpu] intel xeon 5130,1660.0
3491,intel xeon 5133,887.0
3492,intel xeon 5140,857.0
3493,[dual cpu] intel xeon 5140,1786.0
3494,intel xeon 5148,912.0
3495,intel xeon 5150,924.0
3496,[dual cpu] intel xeon 5150,2043.0
3497,intel xeon 5160,963.0
3498,[dual cpu] intel xeon 5160,2361.0
3499,intel xeon 6740e,76167.0
3500,intel xeon,7363.0
3501,intel xeon,1324.0
3502,[quad cpu] intel xeon,2167.0
3503,intel xeon bronze 3104,4437.0
3504,[dual cpu] intel xeon bronze 3104,8079.0
3505,intel xeon bronze 3106,5753.0
3506,[dual cpu] intel xeon bronze 3106,9706.0
3507,intel xeon bronze 3204,4832.0
3508,[dual cpu] intel xeon bronze 3204,9019.0
3509,[dual cpu] intel xeon bronze 3206r,10797.0
3510,intel xeon bronze 3408u,9557.0
3511,intel xeon d 1518,4532.0
3512,intel xeon d 1520,4917.0
3513,intel xeon d 1521,5696.0
3514,intel xeon d 1527,5213.0
3515,intel xeon d 1528,6823.0
3516,intel xeon d 1531,7592.0
3517,intel xeon d 1537,7444.0
3518,intel xeon d 1539,7175.0
3519,intel xeon d 1540,10025.0
3520,intel xeon d 1541,10056.0
3521,intel xeon d 1548,9075.0
3522,intel xeon d 1557,9285.0
3523,intel xeon d 1559,8015.0
3524,intel xeon d 1567,10447.0
3525,intel xeon d 1577,11645.0
3526,intel xeon d 1581,13282.0
3527,intel xeon d 1587,13566.0
3528,intel xeon d 1602,2459.0
3529,intel xeon d 1622,6205.0
3530,intel xeon d 1715ter,9104.0
3531,intel xeon d 1718t,9713.0
3532,intel xeon d 1726,15511.0
3533,intel xeon d 1732te,14254.0
3534,intel xeon d 1733nt,14849.0
3535,intel xeon d 1736nt,17826.0
3536,intel xeon d 1747nte,20279.0
3537,intel xeon d 1813nt,7732.0
3538,intel xeon d 2123it,6676.0
3539,intel xeon d 2141i,12117.0
3540,intel xeon d 2143it,12207.0
3541,intel xeon d 2146nt,11736.0
3542,intel xeon d 2166nt,15105.0
3543,intel xeon d 2183it,19377.0
3544,intel xeon d 2187nt,18070.0
3545,intel xeon d 2712t,7990.0
3546,intel xeon d 2733nt,16206.0
3547,intel xeon d 2752ter,19102.0
3548,intel xeon d 2753nt,20626.0
3549,intel xeon d 2775te,27299.0
3550,intel xeon d 2795nt,28463.0
3551,intel xeon d 2796te,26342.0
3552,intel xeon d 2799,33792.0
3553,intel xeon e e 2414,11923.0
3554,intel xeon e e 2434,16552.0
3555,intel xeon e e 2468,28148.0
3556,intel xeon e e 2486,24713.0
3557,intel xeon e 2104g,5913.0
3558,intel xeon e 2124,6915.0
3559,intel xeon e 2124g,7365.0
3560,intel xeon e 2126g,10392.0
3561,intel xeon e 2134,9260.0
3562,intel xeon e 2136,13460.0
3563,intel xeon e 2144g,9314.0
3564,intel xeon e 2146g,13253.0
3565,intel xeon e 2174g,9689.0
3566,intel xeon e 2176g,13598.0
3567,intel xeon e 2176m,10889.0
3568,intel xeon e 2186g,13817.0
3569,intel xeon e 2186m,11420.0
3570,intel xeon e 2224,7259.0
3571,intel xeon e 2224g,7648.0
3572,intel xeon e 2226g,11110.0
3573,intel xeon e 2234,9114.0
3574,intel xeon e 2236,14012.0
3575,intel xeon e 2244g,9604.0
3576,intel xeon e 2246g,13698.0
3577,intel xeon e 2254ml,6333.0
3578,intel xeon e 2274g,9892.0
3579,intel xeon e 2276g,13946.0
3580,intel xeon e 2276m,11831.0
3581,intel xeon e 2276me,8167.0
3582,intel xeon e 2276ml,6353.0
3583,intel xeon e 2278g,17082.0
3584,intel xeon e 2278ge,16379.0
